X,Y,Lat,Lon,HDT,indicator,p_n,t_n
-0.01266,0.00118,25.01292603,121.5409682,-1.0,4.0,1.0,225.0
-0.0119,0.00199,25.01292604,121.5409682,-1.0,4.0,1.0,225.0
-0.00884,0.00523,25.01292608,121.5409682,-1.0,4.0,1.0,225.0
-0.00884,0.00523,25.01292608,121.5409682,-1.0,4.0,1.0,225.0
-0.00884,0.00523,25.01292608,121.5409682,-1.0,4.0,1.0,225.0
-0.00229,-0.00243,25.01292607,121.5409683,-1.0,4.0,1.0,225.0
-0.01037,0.00361,25.01292606,121.5409682,-1.0,4.0,1.0,225.0
-0.01037,0.00361,25.01292606,121.5409682,-1.0,4.0,1.0,225.0
-0.01114,0.0028,25.01292605,121.5409682,-1.0,4.0,1.0,225.0
-0.01266,0.00118,25.01292603,121.5409682,-1.0,4.0,1.0,225.0
-0.00459,-0.00487,25.01292604,121.5409683,-1.0,4.0,1.0,225.0
-0.01343,0.00037,25.01292602,121.5409682,-1.0,4.0,1.0,225.0
-0.14334,0.06716,25.01292566,121.5409668,-1.0,2.0,1.0,270.0
-0.14367,0.05219,25.01292556,121.5409669,-1.0,2.0,1.0,270.0
-0.15131,0.04408,25.01292546,121.5409669,-1.0,2.0,1.0,270.0
-0.144,0.03722,25.01292546,121.540967,-1.0,2.0,1.0,270.0
-0.15164,0.02911,25.01292536,121.540967,-1.0,2.0,1.0,270.0
-0.15164,0.02911,25.01292536,121.540967,-1.0,2.0,1.0,270.0
-0.15197,0.01414,25.01292526,121.5409671,-1.0,2.0,1.0,270.0
